"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.16504 0.7659 0.8143
0.16522 0.7978 0.8327
0.16541 0.7399 0.7932
0.16560 0.7478 0.7982
0.16579 0.7735 0.8207
0.16598 0.8803 0.8508
0.16616 0.7817 0.8118
0.16635 0.7776 0.8108
0.16654 0.7348 0.7833
0.16673 0.7352 0.7871
0.16692 0.7427 0.7947
0.16711 0.7706 0.8181
0.16729 0.8191 0.8556
0.16748 0.7722 0.8203
0.16767 0.7823 0.8314
0.16786 0.8299 0.8755
0.16805 0.7811 0.8298
0.16823 0.7684 0.8159
0.16842 0.7710 0.8188
0.16861 0.7450 0.7975
0.16880 0.8080 0.8073
0.16899 0.7722 0.8200
0.16918 0.8239 0.8156
0.16936 0.7915 0.8387
0.16955 0.7339 0.7830
0.16974 0.7985 0.8473
0.16993 0.8865 0.9242
0.17012 0.8887 0.9258
0.17030 0.8087 0.8565
0.17049 0.7440 0.7804
0.17068 0.7773 0.7795
0.17087 0.7586 0.7909
0.17106 0.8086 0.8219
0.17125 0.8169 0.8618
0.17143 0.8298 0.8697
0.17162 0.7513 0.7887
0.17181 0.8235 0.8229
0.17200 0.7491 0.7573
0.17219 0.7425 0.7951
0.17237 0.7703 0.8181
0.17256 0.8023 0.8409
0.17275 0.7970 0.8369
0.17294 0.8181 0.8644
0.17313 0.8786 0.9185
0.17332 0.7612 0.7938
